VTO,taxname,ottid
VTO_0078557,Trimma squamicana,3637644
VTO_0078555,Trimma tevegae,3637645
VTO_9015884,Scolopodus,4145396
VTO_9015881,Ibidopodia palustris,4130605
VTO_9015883,Ibidopodia,4130604
VTO_0081342,Incilius chompipe,706898
VTO_9019288,Pepesuchus,6150163
VTO_0004973,Dyscophinae,790991
VTO_9019280,Microsyops cardiorestes,3608034
VTO_9019286,Paracimexomys propriscus,6143936
VTO_9019287,Microsus cuspidatus,6145246
VTO_0072631,Sarritor knipowitschi,3632012
VTO_0060845,Pimelodella hartwelli,3624141
VTO_0072630,Occella dodecaedron,3632006
VTO_0080699,Mobula diabolus,3594762
VTO_9005211,Paraprefica kelleri,4130569
VTO_0072633,Platycephalus cultellatus,3631484
VTO_9004439,Itemirus,4946078
VTO_9025072,Gasteronemus rhombeus,6140932
VTO_0074417,Betta chini,3638870
VTO_9025070,Rudicetus squalodontoides,4118782
VTO_9025076,Proscapanus sansaniensis,3614264
VTO_9025077,Achillesaurus manazzonei,4946638
VTO_9025074,Pliopithecus antiquus,4941634
VTO_9025078,Longosuchus meadei,6149342
VTO_9025079,Mioechinus sansaniensis,4119075
VTO_0080690,Urolophus deforgesi,3594800
VTO_0080691,Urolophus circularis,3594794
VTO_0067897,Lampanyctus gemmifer,666966
VTO_0080697,Manta raya,920351
VTO_9018158,Ferinestrix,3612764
VTO_0080694,Urolophus kaianus,3594793
VTO_9018151,Brazosiella moseleyi,4137670
VTO_9018150,Arcantiodelphys marchandi,6143108
VTO_9018153,Brazosiella kokeni,4137669
VTO_0080695,Trygonoptera galba,3594803
VTO_9018155,Columbosauripus ungulatus,4128478
VTO_9018154,Brazosiella,4137668
VTO_9018156,Bregmaceros troelli,3630520
VTO_9000509,Proterixoides,4945473
VTO_9000508,Scenopagus,4943710
VTO_9000507,Gesneropithex,4945467
VTO_9000505,Pholidocercus,4945465
VTO_9000504,Alsaticopithecus,4945477
VTO_9000503,Amphilemuridae,4945459
VTO_9000502,Phascolotherium bucklandi,6143096
VTO_9000501,Plagiosternum granulosum,6159368
VTO_0071340,Lacustricola mediolateralis,3641979
VTO_0067448,Paraconger macrops,3643008
VTO_0067449,Paraconger guianensis,3643011
VTO_0071341,Lacustricola usanguensis,3641952
VTO_0067444,Xenomystax trucidans,3643032
VTO_0067445,Xenomystax austrinus,3643034
VTO_0067446,Xenomystax bidentatus,3643031
VTO_0067447,Xenomystax atrarius,3643033
VTO_0067440,Bassanago albescens,499017
VTO_0067443,Chiloconger dentatus,3643086
VTO_0066713,Mormyrus niloticus,3643910
VTO_0066712,Mormyrus caschive,3643922
VTO_0066711,Mormyrus goheeni,3643914
VTO_0066710,Mormyrus casalis,3643923
VTO_0066715,Mormyrus caballus,3643911
VTO_0066714,Mormyrus zanclirostris,156364
VTO_0071344,Lacustricola vitschumbaensis,3641916
VTO_0071346,Lacustricola myaposae,3641898
VTO_0071347,Lamprichthys,3641991
VTO_0061846,Synodontis khartoumensis,3623123
VTO_0061845,Synodontis tessmanni,3623138
VTO_0061840,Synodontis ansorgii,3623162
VTO_0061848,Euchilichthys royauxi,3623209
VTO_9001938,Hapalodectes,4118758
VTO_0067893,Lampanyctus pusillus,3629490
VTO_9022750,Hyotheridium,4943368
VTO_0067892,Yarrella argenteola,3628810
VTO_0077856,Paedogobius,3638143
VTO_0078885,Paraclinus nigripinnis,3639302
VTO_0077853,Mauligobius,3637956
VTO_0078883,Paraclinus grandicomis,3639305
VTO_0084331,Oscaecilia zweifeli,3617899
VTO_0084330,Oscaecilia osae,3617902
VTO_9015058,Dasypus moreni,6147509
VTO_9015053,Chlamydotherium minutum,6147591
VTO_9015052,Icadyptes salasi,4140348
VTO_9015051,Trachytherus alloxus,6147282
VTO_9015050,Icadyptes,4140347
VTO_9015056,Fredszalaya,6147904
VTO_9015054,Chlamydotherium paranense,6147592
VTO_9004994,Bustylus folieae,6145338
VTO_9004995,Proremiculus,6145340
VTO_9004996,Bustylus cernaysi,6145337
VTO_9004997,Bustylus marandati,6145339
VTO_9004990,Hyracolestes ermineus,6143607
VTO_9004991,Pappictidops,4942176
VTO_9004992,Pappictidops orientalis,6145734
VTO_0077981,Tomiyamichthys fourmanoiri,3637515
VTO_0084336,Parvicaecilia,3617941
VTO_9004998,Proremiculus lagnauxi,6145341
VTO_9004999,Bustylus,3615898
VTO_9005029,Pteraichnus koreanensis,3605958
VTO_9005027,Bolterpeton,3621080
VTO_9005026,Bolterpeton carrolli,6159219
VTO_9005021,Dolichostylodon,6147329
VTO_9005020,Phataginus,644247
VTO_9002704,Pantolambda bathmodon,3616268
VTO_0064526,Belligobio pengxianensis,3626256
VTO_0064527,Capoetobrama,3627560
VTO_0064524,Gobiobotia guilingensis,3626728
VTO_0064525,Gobiobotia cheni,3626729
VTO_0064522,Gobiobotia nicholsi,3626725
VTO_0064523,Gobiobotia longibarba,3626724
VTO_0064520,Gobiobotia homalopteroidea,3626732
VTO_0064521,Gobiobotia tungi,3626731
VTO_0064528,Capoetobrama kuschakewitschi,3627559
VTO_9022808,Traquairius,4140959
VTO_9028743,Hesperomys,360770
VTO_9013245,Emyda,733087
VTO_9028741,Abrosaurus,4141939
VTO_9023880,Apalone trionychoides,6156145
VTO_9028740,Supersaurus vivianae,4946674
VTO_9013240,Araeoscelis gracilis,4946699
VTO_9028746,Archaeohippus mannulus,3615053
VTO_9028745,Hesperolagomys fluviatilis,3611336
VTO_0065433,Moenkhausia tridentata,3625272
VTO_0065432,Moenkhausia crisnejas,3625262
VTO_0065431,Moenkhausia gracilima,3625297
VTO_0065430,Moenkhausia nigromarginata,3625271
VTO_0065435,Moenkhausia miangi,3625267
VTO_0065434,Moenkhausia latissima,3625246
VTO_0064382,Sinilabeo xanthogenys,3627412
VTO_0064383,Sinilabeo cirrhinoides,3627523
VTO_0064380,Sinilabeo longibarbatus,3627652
VTO_0064381,Sinilabeo hummeli,3627524
VTO_0064386,Sinilabeo longirostris,3627533
VTO_0064387,Sinilabeo binhluensis,3627532
VTO_0064384,Sinilabeo decorus,3627415
VTO_0064385,Sinilabeo tonkinensis,844380
VTO_0064388,Sinilabeo brevirostris,3627527
VTO_0067898,Lampanyctus macropterus,3629487
VTO_9015472,Idiochelys,4132511
VTO_9015475,Leptoreodon marshi,4944635
VTO_0078567,Trimma sanguinellus,3637656
VTO_9015474,Leptoromys wilsoni,4117703
VTO_9003076,Tetrameryx,3611592
VTO_0067874,Maurolicus amethystinopunctatus,3629112
VTO_9003074,Ammorhynchus,4145366
VTO_9003072,Amarorhynchus latus,6143674
VTO_9003073,Ammorhynchus navajoi,4145367
VTO_9003070,Amarorhynchus,3617063
VTO_9003071,Peligrotherium tropicalis,4944087
VTO_9015476,Leptoreodon major,4944636
VTO_0067879,Woodsia,3628820
VTO_0067878,Vinciguerria mabahiss,3628812
VTO_9003078,Texoceros,3611599
VTO_9003079,Eulemur fulvus fulvus,433500
VTO_9015478,Leptoreodon pusillus,4944640
VTO_9022809,Propleuridae,3606586
VTO_0049339,Anampses cuvier,1089802
VTO_0048067,Lichnochromis,636956
VTO_0048068,Lichnochromis acuticeps,636961
VTO_9015955,Moropus,4942728
VTO_9008338,Graphiurichthys,4144524
VTO_9008339,Heissigia,4940807
VTO_9008334,Neoceratodus eyrensis,3621392
VTO_9008336,Laugia,5326067
VTO_9008337,Holoptychus,4948692
VTO_9008330,Dialipina,4145234
VTO_9008331,Dictyopyge,4949638
VTO_9008332,Chubutemys,3606469
VTO_9008333,Archaeolacerta bedriagae,332834
VTO_9007219,Orodus ipeunaensis,6159934
VTO_9026612,Camarasaurus lewisi,4126835
VTO_9026611,Glirurus,909548
VTO_9012521,Churcheria baroni,4941291
VTO_9012526,Stichomys planus,6144459
VTO_0081637,Megaelosia lutzae,3620251
VTO_0081636,Megaelosia boticariana,3620253
VTO_0081635,Megaelosia apuana,3620255
VTO_0081633,Hylodes amnicola,3620280
VTO_0081632,Hylodes lateristrigatus,3620271
VTO_0081631,Hylodes otavioi,3620266
VTO_0081630,Hylodes regius,3620269
VTO_0080588,Pavoraja arenaria,3594558
VTO_0080589,Pavoraja pseudonitida,3594560
VTO_0080586,Dactylobatus armatus,3595369
VTO_0080587,Dactylobatus clarkii,3595389
VTO_0080584,Raja chinensis,3594461
VTO_0080585,Dactylobatus,3595346
VTO_0080582,Raja microps,97081
VTO_0080583,Raja macrorynchus,881959
VTO_0080580,Raja rouxi,3594469
VTO_0080581,Raja karagea,167107
VTO_0068968,Dicrolene multifilis,3629629
VTO_0068969,Dicrolene quinquarius,3629632
VTO_9025413,Dorcatherium naui,3611574
VTO_0068962,Dicrolene filamentosa,3629633
VTO_0068963,Dicrolene longimana,3629637
VTO_0068960,Dicrolene pullata,3629636
VTO_0068961,Dicrolene kanazawai,3629638
VTO_0068966,Dicrolene gregoryi,3629635
VTO_0068967,Dicrolene tristis,3629627
VTO_0068964,Dicrolene vaillanti,3629639
VTO_0068965,Dicrolene nigricaudis,3629630
VTO_0036505,Listrura,482994
VTO_9020937,Proterotherium nitens,6147057
VTO_9032388,Carpocristes oriens,4117819
VTO_9032389,Peromyscus minimus,3608434
VTO_9032386,Chronolestes simul,3607861
VTO_9032380,Phyllodus,4134123
VTO_9032382,Elginerpeton,4142464
VTO_9001005,Imperatoria gallwitzi,4945384
VTO_9001006,Palorchestes,3607100
VTO_9001001,Ngapakaldia,3607095
VTO_9001000,Wynyardia,4943547
VTO_9001003,Palorchestidae,3607096
VTO_9001002,Prodissopsalis eocaenicus,4945291
VTO_9001009,Cebochoerus,4944704
VTO_9001008,Pararyctes,4943926
VTO_9020930,Proterotherium mixtum,6147056
VTO_9020288,Pluridens,6158005
VTO_9020282,Hanosaurus hupehensis,6149527
VTO_9020283,Hystrix depereti,3609874
VTO_9020280,Myliobatis pachyodon,3594754
VTO_9020281,Hystrix arayanensis,3609871
VTO_9020286,Pseudomeriones latidens,3610139
VTO_9020284,Bharattherium bonapartei,3617248
VTO_9020285,Bharattherium,3617249
VTO_9021159,Paralligator sungaricus,3605936
VTO_9021151,Xotoprodon,3617276
VTO_9021150,Mylanodon,4119307
VTO_9021153,Gronotherium decrepitum,6147364
VTO_9021152,Podoliacanthus zychi,6373409
VTO_9021155,Nyasasaurus parringtoni,4947169
VTO_9021154,Gronotherium,4945548
VTO_9021157,Parasorex depereti,4119002
VTO_9021156,Nesodon brachycephalus,6147371
VTO_0074101,Johnius distinctus,3634315
VTO_9029368,Lisserpeton bairdi,4132712
VTO_9029369,Lissodus africanus,6160020
VTO_9029366,Ctenochasma roemeri,6148830
VTO_9029367,Arambourgiania philadelphiae,6148585
VTO_9029364,Zhejiangopterus,4946960
VTO_9029365,Ctenochasma taqueti,6148831
VTO_9029360,Potoroinae,6148188
VTO_0074349,Eucinostomus gracilis,3635336
VTO_0074348,Centrogenyidae,1098787
VTO_9033651,Broughia,3644094
VTO_9033650,Natrix merkurensis,6157341
VTO_9033653,Amiopsis,3644069
VTO_9033655,Byzantinia dardanellensis,3610754
VTO_9033654,Allolepidotus,3644077
VTO_9033657,Desmanella dubia,3614269
VTO_0079973,Paraulopus maculatus,3629174
VTO_0077155,Plectroglyphidodon sindonis,3635445
VTO_0077154,Chromis pura,3635509
VTO_9032525,Herpetocetus transatlanticus,4942409
VTO_9032526,Homo habilis,3607678
VTO_9023806,Farinichthys gigas,4133952
VTO_9028314,Peloneustes philarchus,4127208
VTO_0079977,Paraulopus brevirostris,3629164
VTO_0006805,Trachycephalus jordani,291912
VTO_0077159,Stegastes rocasensis,3635549
VTO_0079976,Paraulopus novaeseelandiae,3629166
VTO_0077158,Stegastes sanctaehelenae,3635555
VTO_9023803,Caenophilus,4944268
VTO_0079974,Paraulopus legandi,3629168
VTO_9028315,Wadilemur elegans,4117716
VTO_0071267,Gambusia senilis,3641788
VTO_0071266,Neoophorus,266099
VTO_0071265,Zoogoneticus purhepechus,3642015
VTO_0071264,Girardinichthys ireneae,3642013
VTO_0071263,Limnurgus,316486
VTO_0071262,Ilyodon lennoni,3642007
VTO_0071261,Ilyodon cortesae,3642009
VTO_0071260,Goodea luitpoldii,3642012
VTO_0077448,Beliops,3633815
VTO_0071269,Gambusia rachovii,387845
VTO_0071268,Gambusia amistadensis,3641778
VTO_0074963,Bodianus vulpinus,3636634
VTO_0074104,Johnius mannarensis,3634316
VTO_0074961,Bodianus macrognathos,3636623
VTO_0074960,Bodianus flavipinnis,3636624
VTO_0074967,Bodianus busellatus,3636622
VTO_0074966,Bodianus sanguineus,3636618
VTO_0074965,Bodianus izuensis,3636617
VTO_0074964,Bodianus rubrisos,3636635
VTO_9028282,Neosclerocalyptus heusseri,4943353
VTO_9028283,Schizogalerix pasalarensis,3614769
VTO_9028286,Rhomaleosaurus cramptoni,4128308
VTO_9025214,Eritreum,3607227
VTO_9028284,Anisonchus athelas,4652490
VTO_9028285,Schizogalerix anatolica,3614719
VTO_9028288,Rhomaleosaurus megacephalus,4128309
VTO_9028289,Rhomaleosaurus zetlandicus,4128310
VTO_0074107,Dendrophysa albida,3634270
VTO_0074106,Dendrophysa russelli,798751
VTO_0081914,Scinax humilis,3619785
VTO_0079878,Bathypterois oddi,3629240
VTO_0079879,Bathypterois bigelowi,3629252
VTO_0079871,Bathypterois longipes,3629244
VTO_0079876,Bathypterois andriashevi,3629242
VTO_0079875,Bathypterois pectinatus,3629250
VTO_0071936,Paraliparis trunovi,3631795
VTO_9046435,Myxine mccoskeri,3644207
VTO_0062165,Apteronotus jurubidae,3621596
VTO_9023148,Glasbius,3606885
VTO_9023149,Deuterotherium distichum,4944377
VTO_9023140,Thylophorops,3606784
VTO_9023141,Coresodon,3617001
VTO_9023142,Zygolestes,3606755
VTO_9023143,Leptolepis brodiei,4949679
VTO_9023144,Jozaria palustris,4119165
VTO_9023145,Coniopternium andinum,4944021
VTO_9023146,Varalphadon,3606748
VTO_9023147,Coniopternium,4944020
VTO_0073725,Tramitichromis trilineatus,3636041
VTO_0073726,Iodotropheus declivitas,3636091
VTO_9014703,Stilotherium grande,3607932
VTO_0073720,Oreochromis variabilis,688559
VTO_0073721,Oreochromis lepidurus,3635723
VTO_0077089,Azurina eupalama,3635564
VTO_0073722,Oreochromis ismailiaensis,3635727
VTO_0077085,Dascyllus auripinnis,3635578
VTO_0077084,Pomacentrus cuneatus,3635617
VTO_0077087,Dischistodus darwiniensis,3635562
VTO_0073723,Oreochromis salinicola,3635716
VTO_0077081,Pomacentrus melanochir,3635612
VTO_0077080,Pomacentrus bintanensis,3635592
VTO_0077083,Pomacentrus pikei,3635580
VTO_0077082,Pomacentrus proteus,3635582
VTO_9014708,Darwinius,4941704
VTO_9014709,Eocaiman palaeocenicus,6149883
VTO_0072107,Careproctus curilanus,3631853
VTO_0072106,Careproctus patagonicus,3631886
VTO_0072105,Careproctus magellanicus,3631835
VTO_0072104,Careproctus batialis,3631921
VTO_0072103,Careproctus homopterus,3631903
VTO_0072102,Careproctus phasma,3631860
VTO_0072101,Careproctus eltaninae,3631916
VTO_0072100,Careproctus oregonensis,3631861
VTO_0007329,Melanophryniscus,506359
VTO_0072109,Careproctus scaphopterus,3631858
VTO_0072108,Careproctus aureomarginatus,3631833
VTO_9014651,Onohippidium munizi,3614885
VTO_9014656,Tanzanycterididae,3614211
VTO_0006494,Cyclorana,580206
VTO_9014658,Tanzanycteris,4118650
VTO_9014659,Borealosaurus wimani,4129257
VTO_9016418,Tigrisaurus pricei,4126415
VTO_0074717,Pseudocheilinus dispilus,3636684
VTO_9017806,Bavarioboa bachensis,4120151
VTO_9013925,Sorex edwardsi,3614426
VTO_9016935,Archegosauridae,4948520
VTO_9013926,Leptonectidae,4128741
VTO_9013921,Sorex kansasensis,3614409
VTO_9013920,Leptonectes,4128742
VTO_9013923,Sorex hagermanensis,3614414
VTO_9016934,Eudaemonema webbi,6144114
VTO_9013929,Homopus comptoni,6156064
VTO_9016413,Noterpetontidae,3620653
VTO_0074719,Cheilinus abudjubbe,3636527
VTO_0073652,Haplochromis cryptogramma,3635970
VTO_0073653,Haplochromis michaeli,3635908
VTO_0079014,Pseudotrematomus lepidorhinus,985371
VTO_0079015,Pseudotrematomus tokarevi,880362
VTO_0079016,Pseudotrematomus hansoni,708983
VTO_0079017,Gobionotothen barsukovi,3635409
VTO_0079010,Pseudotrematomus vicarius,516343
VTO_0079011,Pseudotrematomus pennellii,950361
VTO_0079013,Pseudotrematomus loennbergii,985377
VTO_0079018,Gobionotothen angustifrons,3635410
VTO_9006206,Miodugong,3607288
VTO_9006204,Rytiodus capgrandi,3607298
VTO_9006205,Paralitherium tarkanyense,3607321
VTO_9006202,Palenochtha,3607945
VTO_9006203,Plesiolestes,3607944
VTO_9006208,Miodugong brevicranius,3607313
VTO_9006209,Caroloameghiniidae,3606870
VTO_9018611,Holmesella crassa,6159729
VTO_0073656,Haplochromis kujunjui,3635897
VTO_9017801,Proganochelys ruchae,6156419
VTO_9024268,Machlydotherium,4943286
VTO_9024269,Sichuanchelys,3606505
VTO_9018617,Holmesella speni,6159737
VTO_9024260,Scyllium angustum,6139393
VTO_0073657,Haplochromis dichrourus,3635875
VTO_9024264,Indridae,1058643
VTO_9024265,Accipiter fasciatus,3596212
VTO_9005095,Limnocyon,4945292
VTO_9019126,Michenia agatensis,4118712
VTO_9019124,Dijaquesopus,3605985
VTO_9019123,Dijaquesopus obliquus,3605984
VTO_9019122,Aspalacidae,148559
VTO_9019121,Macroxus,866983
VTO_9019129,Microclaenodon assurgens,4942369
VTO_9007154,Devinophoca,4117966
VTO_9007157,Spinops sternbergorum,6150294
VTO_9007156,Pliophoca,3613004
VTO_9013750,Osmotherium spelaeum,4941901
VTO_9007153,Devinophoca claytoni,4117967
VTO_9018832,Wanshuina lii,6151966
VTO_9018833,Nimravidae,4941943
VTO_9018830,Wanshuina,4131106
VTO_9018831,Thalassictis,3613178
VTO_9018836,Ictitherium,3613188
VTO_9007158,Balaena ricei,3612189
VTO_9018835,Thescelosaurus edmontonensis,6150324
VTO_9005791,Yaverlandia,4128758
VTO_9005793,Prenocephale,4128763
VTO_9005792,Tylocephale,4128756
VTO_9005795,Microdyromys praemurinus,4940798
VTO_9005797,Wannanosaurus,4127656
VTO_9005796,Scelidosauridae,4128873
VTO_9005799,Seminobatrachus boltyschkensis,6376248
VTO_9005798,Micropachycephalosaurus,4127654
VTO_9009181,Proborhyaena gigantea,6147920
VTO_9012892,Pagiodon,3612394
VTO_9012893,Saurornitholestes robustus,4946087
VTO_9012890,Pagiodon grandis,3612393
VTO_9012896,Periconodon lemoinei,4941846
VTO_9012897,Syrrhophus,692789
VTO_9012895,Trigonodon,4945775
VTO_9017808,Bavarioboa ultima,4120149
VTO_0074344,Paracaesio gonzalesi,3633534
VTO_9010498,Adamantina foliacea,6159822
VTO_0074559,Natalichthys ori,3633707
VTO_9010494,Phoebodus,4142300
VTO_9010490,Pseudodalatias,4145390
VTO_9010491,Ptychodus,4143148
VTO_9010492,Polyacrodus,4139860
VTO_9010493,Scaphirhynchus platyorhynchus,3621470
VTO_9008039,Pachyrhinosaurus canadensis,4947067
VTO_0067004,Cirrhimuraena orientalis,3643535
VTO_0067005,Cirrhimuraena chinensis,3643537
VTO_0074342,Paracaesio waltervadi,3633530
VTO_0062883,Vanmanenia hainanensis,974749
VTO_0062882,Vanmanenia lineata,3627912
VTO_0062881,Vanmanenia microlepis,3627903
VTO_0062880,Vanmanenia striata,3627905
VTO_0062887,Gastromyzon spectabilis,3627880
VTO_0062886,Gastromyzon psiloetron,3627879
VTO_0062885,Gastromyzon venustus,3627883
VTO_0062884,Vanmanenia caobangensis,3627902
VTO_0062889,Gastromyzon zebrinus,3627884
VTO_0062888,Gastromyzon ornaticauda,3627861
VTO_9026082,Paraceratherium bugtiense,6146865
VTO_0074341,Paracaesio caerulea,3633533
VTO_0045987,Pseudoplesiops,798621
VTO_0059768,Arius sumatranus,3623395
VTO_0059769,Arius microcephalus,3623402
VTO_0059760,Arius harmandi,3623379
VTO_0059761,Arius malabaricus,3623398
VTO_0059762,Arius arenarius,3623396
VTO_0074340,Paracaesio stonei,3633532
VTO_0082998,Afrixalus quadrivittatus,3618967
VTO_0067001,Cirrhimuraena,3643426
VTO_9007937,Ichthyomys,3611169
VTO_9007936,Maroccosuchus,4130189
VTO_9007933,Anotomys leander,3610119
VTO_9007932,Neotragus pygmaeus,3611683
VTO_9007931,Chibchanomys trichotis,3609937
VTO_9007930,Paratomistoma,3605974
VTO_9007939,Bubalus palaeindicus,6146194
VTO_9002268,Lahimia selloumi,6143509
VTO_9002269,Triceratops horridus,4947056
VTO_9002264,Mesadactylus ornithosphyos,4126940
VTO_9002265,Mesadactylus,4126939
VTO_9002266,Sclerosaurus armatus,4946180
VTO_9002267,Hildebrandia gracilior,3643043
VTO_9002261,Teratosauridae,4143887
VTO_9002262,Dystylosaurus edwini,4946674
VTO_9008198,Darcius,4943551
VTO_0042886,Ruanoho,41444
VTO_0068481,Cetonurus crassiceps,3630958
VTO_0068480,Cetonurus robustus,3630920
VTO_0068483,Polymixia salagomeziensis,3629596
VTO_0068482,Polymixia sazonovi,3629593
VTO_0068485,Polymixia fusca,3629592
VTO_0068484,Polymixia yuri,3629597
VTO_0068487,Polymixia longispina,3629595
VTO_0068486,Polymixia busakhini,3629594
VTO_0068489,Radiicephalus,3629586
VTO_0068488,Radiicephalidae,3629587
VTO_0059385,Hemibagrus furcatus,3623763
VTO_9022293,Altiatlasius,4941738
VTO_9022292,Chronolestes,3607855
VTO_9002888,Buxella prisca,4941686
VTO_9002889,Buxella magna,4941685
VTO_9002881,Tendaguripterus recki,4129002
VTO_9002882,Tendaguripterus,4129001
VTO_9002883,Lonchognathosaurus acutirostris,4946610
VTO_9002884,Lonchognathosaurus,4946609
VTO_9002885,Kayentachelys aprix,6149244
VTO_9002886,Kayentachelyidae,3606563
VTO_9002887,Periconodon jaegeri,4941843
VTO_9003133,Plesiocetus minor,3612248
VTO_9003131,Patagopterygidae,3603844
VTO_9003130,Australophocaena dioptrica,423943
VTO_9003136,Haplolambda planicanina,3616548
VTO_9003135,Noguerornis gonzalezi,3604978
VTO_0078960,Lepidopus calcar,3638470
VTO_9003139,Euposaurus thiollierei,6157889
VTO_9003138,Jaxartosaurus aralensis,4128526
VTO_9022299,Shimmelia,6158195
VTO_9019030,Oropyctis,3610422
VTO_0077258,Labeo kibimbi,3626594
VTO_0003228,Fejervarya mudduraja,668969
VTO_9022298,Shimmelia chirotheroides,6158196
VTO_0076048,Phucocoetes latitans,3633077
VTO_0077259,Labeo dero,797701
VTO_0076046,Santelmoa,3633095
VTO_0076044,Maynea puncta,3633085
VTO_0076042,Thermarces pelophilum,3632900
VTO_0076043,Maynea,3633081
VTO_0076040,Lycodonus malvinensis,3633110
VTO_0076041,Thermarces andersoni,3632901
VTO_0060812,Pimelodella pallida,3624132
VTO_0060813,Pimelodella papariae,3624147
VTO_0060810,Pimelodella buckleyi,3624089
VTO_0060811,Pimelodella notomelas,3624119
VTO_0060816,Pimelodella geryi,3624086
VTO_0060817,Pimelodella avanhandavae,3624099
VTO_0060814,Pimelodella tapatapae,3624109
VTO_0060815,Pimelodella wesselii,3624127
VTO_0060818,Pimelodella reyesi,3624096
VTO_0064045,Thryssocypris smaragdinus,3627483
VTO_0078207,Vanderhorstia auropunctata,3637595
VTO_0062414,Triplophysa shilinensis,3628149
VTO_0062415,Triplophysa zamegacephala,3628168
VTO_0062416,Triplophysa scleroptera,3628124
VTO_0078205,Vanderhorstia puncticeps,3637593
VTO_0062410,Triplophysa naziri,3628099
VTO_0062411,Triplophysa nasobarbatula,3628134
