vto_name	vto_id	ncbi_id	OT_name	Ot_ID
Acanthobunocephalus	VTO_0059347	NA	NA	NA
Microglanis cottoides	VTO_0059297	NA	NA	NA
Imparfinis longicaudus	VTO_0060995	NA	NA	NA
Clarias gariepinus	VTO_0035533	13013	Clarias gariepinus	240811
Imparfinis pristos	VTO_0060994	NA	NA	NA
Ompok ceylonensis	VTO_0061949	NA	NA	NA
Silurus grahami	VTO_0061948	NA	NA	NA
Silurus biwaensis	VTO_0061947	NA	NA	NA
Silurus mento	VTO_0061946	NA	NA	NA
Silurus triostegus	VTO_0061945	NA	NA	NA
Sphyraena asotus	VTO_0061944	NA	NA	NA
Silurus soldatovi	VTO_0061943	NA	NA	NA
Silurus palavanensis	VTO_0061942	NA	NA	NA
Silurus lithophilus	VTO_0061941	NA	NA	NA
Silurus chantrei	VTO_0061940	NA	NA	NA
Leiocassis tenebricus	VTO_0059492	NA	NA	NA
Pseudobunocephalus amazonicus	VTO_0059321	NA	NA	NA
Leiocassis similis	VTO_0059490	NA	NA	NA
Leiocassis brevirostris	VTO_0059491	NA	NA	NA
Leiocassis aculeatus	VTO_0059496	NA	NA	NA
Pseudobunocephalus iheringii	VTO_0059325	NA	NA	NA
Leiocassis doriae	VTO_0059494	NA	NA	NA
Leiocassis saravacensis	VTO_0059495	NA	NA	NA
Xyliphius	VTO_0059328	NA	NA	NA
Clarias nieuhofii	VTO_0035537	1071653	Clarias nieuhofii	1052192
Anaspidoglanis boutchangai	VTO_0061435	NA	NA	NA
Bagroides	VTO_0059499	NA	NA	NA
Proeutropiichthys taakree	VTO_0061433	NA	NA	NA
Proeutropiichthys macropthalmos	VTO_0061432	NA	NA	NA
Proeutropiichthys micropthalmos	VTO_0061431	NA	NA	NA
Corydoras melanistius	VTO_0035288	NA	NA	NA
Euchiloglanis dorsoarcus	VTO_0061095	NA	NA	NA
Gagata youssoufi	VTO_0061094	NA	NA	NA
Synodontis vermiculata	VTO_0061765	NA	NA	NA
Synodontis ilebrebis	VTO_0061764	NA	NA	NA
Gagata pakistanica	VTO_0061091	NA	NA	NA
Clarias buthupogon	VTO_0035535	121727	Clarias buthupogon	1072147
Gagata gasawyuh	VTO_0061093	NA	NA	NA
Rineloricaria henselii	VTO_0059819	NA	NA	NA
Rineloricaria beni	VTO_0059816	NA	NA	NA
Rineloricaria kronei	VTO_0059817	NA	NA	NA
Rineloricaria altipinnis	VTO_0059814	NA	NA	NA
Rineloricaria cubataonis	VTO_0059815	NA	NA	NA
Rineloricaria quadrensis	VTO_0059812	NA	NA	NA
Pareuchiloglanis macropterus	VTO_0061098	400080	Creteuchiloglanis macropterus	96814
Rineloricaria reisi	VTO_0059810	NA	NA	NA
Rineloricaria cacerensis	VTO_0059811	NA	NA	NA
Leiocassis	VTO_0035159	78869	Leiocassis	230539
Mystus bleekeri	VTO_0035155	210630	Mystus bleekeri	484171
Mystus atrifasciatus	VTO_0035154	NA	NA	NA
Mystus singaringan	VTO_0035157	1001831	Mystus singaringan	966286
Mystus vittatus	VTO_0035151	337539	Mystus vittatus	536081
Mystus multiradiatus	VTO_0035150	NA	NA	NA
Mystus bocourti	VTO_0035153	337540	Mystus bocourti	961397
Mystus pulcher	VTO_0035152	337721	Mystus pulcher	970411
Corydoras reticulatus	VTO_0035280	NA	NA	NA
Corydoras boehlkei	VTO_0061381	NA	NA	NA
Corydoras amphibelus	VTO_0061380	NA	NA	NA
Ancistrus sp (Hoffmann and Britz 2006)	VTO_0059928	NA	NA	NA
Corydoras surinamensis	VTO_0061382	NA	NA	NA
Corydoras saramaccensis	VTO_0061385	NA	NA	NA
Trichomycterus punctulatus	VTO_0061589	NA	NA	NA
Corydoras heteromorphus	VTO_0061387	NA	NA	NA
Nanobagrus torquatus	VTO_0035088	NA	NA	NA
Nanobagrus	VTO_0035087	337727	Nanobagrus	970409
Pseudomystus stenomus	VTO_0035086	337719	Pseudomystus stenomus	475412
Pseudomystus siamensis	VTO_0035085	337637	Pseudomystus siamensis	566357
Pseudomystus	VTO_0035084	337636	Pseudomystus	566356
Ancistrus leucostictus	VTO_0059926	NA	NA	NA
Hemibagrus wyckii	VTO_0035082	1080457	Hemibagrus wyckii	109120
Ancistrus cuiabae	VTO_0059924	NA	NA	NA
Ancistrus mattogrossensis	VTO_0059925	NA	NA	NA
Sisor chennuah	VTO_0061169	NA	NA	NA
Sisor barakensis	VTO_0061168	NA	NA	NA
Pterygoplichthys joselimaianus	VTO_0036835	686980	Pterygoplichthys joselimaianus	328542
Pterygoplichthys pardalis	VTO_0036834	103477	Pterygoplichthys pardalis	904626
Pterygoplichthys etentaculatus	VTO_0036833	1053594	Pterygoplichthys etentaculatus	942889
Pterygoplichthys disjunctivus	VTO_0036831	909844	Pterygoplichthys disjunctivus	530439
Pterygoplichthys scrophus	VTO_0036830	338093	Pterygoplichthys scrophus	452245
Pseudecheneis ukhrulensis	VTO_0061161	NA	NA	NA
Pseudecheneis maurus	VTO_0061160	NA	NA	NA
Myersglanis jayarami	VTO_0061163	NA	NA	NA
Pseudecheneis crassicauda	VTO_0061162	NA	NA	NA
Pseudexostoma longipterus	VTO_0061165	NA	NA	NA
Pseudexostoma yunnanense	VTO_0061164	NA	NA	NA
Pterygoplichthys zuliaensis	VTO_0036839	163997	Pterygoplichthys zuliaensis	567608
Conta pectinata	VTO_0061166	NA	NA	NA
Chrysichthys walkeri	VTO_0059221	NA	NA	NA
Corydoras steindachneri	VTO_0061369	NA	NA	NA
Corydoras sychri	VTO_0061368	NA	NA	NA
Callichthys fabricioi	VTO_0061417	NA	NA	NA
Hoplosternum magdalenae	VTO_0061363	NA	NA	NA
Dianema sp. (Kailola 2004)	VTO_0061362	NA	NA	NA
Decapogon sp. (Schaefer 1987)	VTO_0061361	NA	NA	NA
Aspidoras psammatides	VTO_0061360	NA	NA	NA
Corydoras pinheiroi	VTO_0061367	NA	NA	NA
Corydoras amandajanea	VTO_0061366	NA	NA	NA
Corydoras approuaguensis	VTO_0061365	NA	NA	NA
Hoplosternum punctatum	VTO_0061364	NA	NA	NA
Pseudobagrus vachellii	VTO_0059527	NA	NA	NA
Microcambeva draco	VTO_9046495	NA	NA	NA
Microglanis garavelloi	VTO_0035068	490139	Microglanis garavelloi	873171
Noturus leptacanthus	VTO_0036239	90665	Noturus leptacanthus	621583
Noturus hildebrandi	VTO_0036238	90662	Noturus hildebrandi	652781
Hisonotus francirochai	VTO_0036949	510758	Hisonotus francirochai	643600
Hisonotus nigricauda	VTO_0036948	571740	Hisonotus nigricauda	549967
Noturus	VTO_0036231	61322	Noturus	357170
Noturus maydeni	VTO_0036233	397595	Noturus maydeni	747402
Noturus gladiator	VTO_0036232	397596	Noturus gladiator	747407
Noturus gyrinus	VTO_0036235	90661	Noturus gyrinus	652777
Noturus flavipinnis	VTO_0036234	90659	Noturus flavipinnis	565698
Noturus insignis	VTO_0036237	90663	Noturus insignis	621604
Noturus gilberti	VTO_0036236	90660	Noturus gilberti	652774
Trichomycterus concolor	VTO_0061545	NA	NA	NA
Malapterurus teugelsi	VTO_0061271	NA	NA	NA
Scoloplax distolothrix	VTO_0035550	390390	Scoloplax distolothrix	210205
Malapterurus oguensis	VTO_0061270	NA	NA	NA
Cephalosilurus albomarginatus	VTO_0059281	NA	NA	NA
Chrysichthys duttoni	VTO_0059222	NA	NA	NA
Encheloclarias	VTO_0059616	NA	NA	NA
Trichomycterus fuliginosus	VTO_0061544	NA	NA	NA
Pimelodella witmeri	VTO_0060835	NA	NA	NA
Amphilius chalei	VTO_0061245	NA	NA	NA
Encheloclarias tapeinopterus	VTO_0059617	NA	NA	NA
Malapterurus melanochir	VTO_0061275	NA	NA	NA
Tachysurus sinensis	VTO_0035118	221674	Tachysurus sinensis	93064
Malapterurus tanoensis	VTO_0061274	NA	NA	NA
Limatulichthys griseus	VTO_0037128	503148	Limatulichthys griseus	11359
Harttiella	VTO_0037129	NA	NA	NA
Chiloglanis bifurcus	VTO_0061905	NA	NA	NA
Farlowella nattereri	VTO_0037122	503136	Farlowella nattereri	636442
Farlowella amazonum	VTO_0037123	1123837	Farlowella amazonum	167688
Farlowella	VTO_0037121	337780	Farlowella	818732
Limatulichthys	VTO_0037127	503147	Limatulichthys	11375
Farlowella oxyrryncha	VTO_0037124	503129	Farlowella oxyrryncha	63049
Arius acutirostris	VTO_0059755	NA	NA	NA
Plicofollis argyropleuron	VTO_0035776	591279	Plicofollis argyropleuron	625716
Arius festinus	VTO_0059754	NA	NA	NA
Plotosus nkunga	VTO_0036305	NA	NA	NA
Plotosus lineatus	VTO_0036304	243562	Plotosus lineatus	949069
Pimelodidae	VTO_0036306	30998	Pimelodidae	967308
Plotosus japonicus	VTO_0036301	NA	NA	NA
Plotosus	VTO_0036300	243561	Plotosus	949075
Plotosus canius	VTO_0036303	337725	Plotosus canius	970405
Rineloricaria osvaldoi	VTO_0037100	NA	NA	NA
Hypostomus surinamensis	VTO_0060168	NA	NA	NA
Hypostomus carinatus	VTO_0060169	NA	NA	NA
Hypostomus limosus	VTO_0060162	NA	NA	NA
Hypostomus tapanahoniensis	VTO_0060163	NA	NA	NA
Hypostomus macrops	VTO_0060160	NA	NA	NA
Hypostomus jaguribensis	VTO_0060161	NA	NA	NA
Hypostomus sp. (Schaefer 1987)	VTO_0060166	NA	NA	NA
Hypostomus occidentalis	VTO_0060167	NA	NA	NA
Hypostomus pospisili	VTO_0060164	NA	NA	NA
Hypostomus sculpodon	VTO_0060165	NA	NA	NA
Trichomycterus conradi	VTO_0061574	NA	NA	NA
Trichomycterus heterodontus	VTO_0061575	NA	NA	NA
Farlowella jauruensis	VTO_0060342	NA	NA	NA
Farlowella martini	VTO_0060343	NA	NA	NA
Cetopsis orinoco	VTO_0060612	NA	NA	NA
Farlowella venezuelensis	VTO_0060341	NA	NA	NA
Farlowella rugosa	VTO_0060346	NA	NA	NA
Farlowella knerii	VTO_0060347	NA	NA	NA
Farlowella acus	VTO_0060344	NA	NA	NA
Cetopsis plumbea	VTO_0060617	NA	NA	NA
Cetopsis jurubidae	VTO_0060618	NA	NA	NA
Cetopsis starnesi	VTO_0060619	NA	NA	NA
Farlowella schreitmuelleri	VTO_0060348	NA	NA	NA
Chiloglanis occidentalis	VTO_0061897	NA	NA	NA
Bunocephalus aleuropsis	VTO_0059370	NA	NA	NA
Helicophagus waandersii	VTO_0036451	337761	Helicophagus waandersii	935993
Parotocinclus jumbo	VTO_0037018	281769	Parotocinclus jumbo	346677
Helicophagus leptorhynchus	VTO_0036450	NA	NA	NA
Parotocinclus collinsae	VTO_0037016	NA	NA	NA
Parotocinclus spilosoma	VTO_0037015	NA	NA	NA
Parotocinclus maculicauda	VTO_0037012	321124	Parotocinclus maculicauda	376395
Parotocinclus britskii	VTO_0037013	NA	NA	NA
Parotocinclus	VTO_0037010	281768	Parotocinclus	346676
Parotocinclus aripuanensis	VTO_0037011	NA	NA	NA
Glyptothorax granulus	VTO_0036547	602008	Glyptothorax granulus	400837
Glyptothorax brevipinnis	VTO_0036545	519551	Glyptothorax brevipinnis	580559
Glyptothorax zanaensis	VTO_0036544	571294	Glyptothorax zanaensis	314204
Macrotocinclus	VTO_0060298	NA	NA	NA
Macrotocinclus flexilis	VTO_0060299	321129	Otocinclus flexilis	376407
Glyptothorax	VTO_0036541	175779	Glyptothorax	5553771
Myersglanis blythii	VTO_0036540	400085	Myersglanis blythii	96821
Pogonopoma	VTO_0060294	NA	NA	NA
Pogonopoma obscurum	VTO_0060295	NA	NA	NA
Pogonopoma parahybae	VTO_0060296	NA	NA	NA
Pogonopoma wertheimeri	VTO_0060297	NA	NA	NA
Canthopomus	VTO_0060290	NA	NA	NA
Fonchiiichthys	VTO_0060291	NA	NA	NA
Fonchiiichthys uracanthus	VTO_0060292	337753	Rineloricaria uracantha	1087490
New genus (Schaefer 1991)	VTO_0060293	NA	NA	NA
Parastegophilus maculatus	VTO_0061723	NA	NA	NA
Rhynchodoras	VTO_0060768	NA	NA	NA
Rhynchodoras woodsi	VTO_0060769	NA	NA	NA
Leptoglanis	VTO_0035601	NA	NA	NA
Parastegophilus paulensis	VTO_0061722	NA	NA	NA
Leptodoras copei	VTO_0060764	NA	NA	NA
Trachydoras sp. (Vigliotta 2008)	VTO_0060765	NA	NA	NA
Trachydoras microstomus	VTO_0060766	NA	NA	NA
Trachydoras brevis	VTO_0060767	NA	NA	NA
Leptodoras oyakawai	VTO_0060760	NA	NA	NA
Leptodoras cataniai	VTO_0060761	NA	NA	NA
Leptodoras sp. (Vigliotta 2008)	VTO_0060762	NA	NA	NA
Leptodoras myersi	VTO_0060763	NA	NA	NA
Glyptothorax sp. (de Pinna 1996)	VTO_0061052	NA	NA	NA
Pimelodus grosskopfii	VTO_0036414	NA	NA	NA
Stegophilus septentrionalis	VTO_0061727	NA	NA	NA
Doras punctatus	VTO_0036699	238639	Ossancora punctata	842262
Stegophilus insidiosus	VTO_0061726	NA	NA	NA
Rhamdia enfurnada	VTO_0060904	NA	NA	NA
Rhamdia macuspanensis	VTO_0060905	NA	NA	NA
Rhamdia quelin	VTO_0060906	NA	NA	NA
Rhamdia xetequepeque	VTO_0060907	NA	NA	NA
Rhamdia laukidi	VTO_0060900	NA	NA	NA
Glyptothorax zhujiangensis	VTO_0061057	NA	NA	NA
Rhamdia zongolicensis	VTO_0060902	NA	NA	NA
Rhamdia itacaiunas	VTO_0060903	NA	NA	NA
Glyptothorax exodon	VTO_0061056	NA	NA	NA
Rhamdia sp. (Kailola 2004)	VTO_0060908	NA	NA	NA
Rhamdia foina	VTO_0060909	NA	NA	NA
Rhamdia laluchensis	VTO_0060901	NA	NA	NA
Chrysichthys ansorgii	VTO_0059228	NA	NA	NA
Pseudancistrus niger	VTO_0037302	471098	Pseudancistrus niger	90494
Pseudancistrus longispinis	VTO_0037303	471097	Pseudancistrus longispinis	90498
Pseudancistrus barbatus	VTO_0037301	471099	Pseudancistrus barbatus	90485
Pseudancistrus genisetiger	VTO_0037306	1137593	Pseudancistrus genisetiger	817360
Pseudancistrus corantijniensis	VTO_0037307	NA	NA	NA
Pseudancistrus pectegenitor	VTO_0037304	NA	NA	NA
Rineloricaria steindachneri	VTO_0059853	NA	NA	NA
Hemiancistrus macrops	VTO_0059891	NA	NA	NA
Pseudancistrus sidereus	VTO_0037309	NA	NA	NA
Rineloricaria langei	VTO_0059850	NA	NA	NA
Trichomycterus rubiginosus	VTO_0061519	NA	NA	NA
Ageneiosus sp. 2 (Mo 1991)	VTO_0060580	NA	NA	NA
Ageneiosus pardalis	VTO_0060581	NA	NA	NA
Ageneiosus brevis	VTO_0060582	NA	NA	NA
Ageneiosus magoi	VTO_0060583	NA	NA	NA
Ageneiosus militaris	VTO_0060584	NA	NA	NA
Ageneiosus piperatus	VTO_0060585	NA	NA	NA
Ageneiosus valenciennesi	VTO_0060586	NA	NA	NA
Epapterus blohmi	VTO_0060587	NA	NA	NA
Genus 1 (Royero 1999)	VTO_0060588	NA	NA	NA
Loricariichthys derbyi	VTO_0059856	NA	NA	NA
Breitensteinia insignis	VTO_0061310	NA	NA	NA
Rineloricaria strigilata	VTO_0059854	NA	NA	NA
Rineloricaria konopickyi	VTO_0059855	NA	NA	NA
Pimelodella australis	VTO_0060838	NA	NA	NA
Pimelodella pappenheimi	VTO_0060839	NA	NA	NA
Rhinodoras thomersoni	VTO_0036695	238582	Rhinodoras thomersoni	50918
Akysis scorteus	VTO_0061292	NA	NA	NA
Pimelodella transitoria	VTO_0060830	NA	NA	NA
Pimelodella metae	VTO_0060831	NA	NA	NA
Pimelodella montana	VTO_0060832	NA	NA	NA
Pimelodella peruana	VTO_0060833	NA	NA	NA
Pimelodella grisea	VTO_0060834	NA	NA	NA
Loricariichthys edentatus	VTO_0059858	NA	NA	NA
Pimelodella boliviana	VTO_0060836	NA	NA	NA
Pimelodella robinsoni	VTO_0060837	NA	NA	NA
Breitensteinia hypselurus	VTO_0061311	NA	NA	NA
Sturisoma aureum	VTO_0060140	NA	NA	NA
Auchenipterus britskii	VTO_0060484	NA	NA	NA
Akysis sp. (de Pinna 1993)	VTO_0061290	NA	NA	NA
Sturisoma robustum	VTO_0060141	NA	NA	NA
Batrochoglanis villosus	VTO_0035054	337764	Batrochoglanis villosus	808843
Clarias sp. (Britz and Hoffman 2006)	VTO_0059674	NA	NA	NA
Pterygoplichthys ambrosettiii	VTO_0060414	NA	NA	NA
Akysis hendricksoni	VTO_0061296	NA	NA	NA
Sturisoma tenuirostre	VTO_0060143	NA	NA	NA
Akysis variegatus	VTO_0061295	NA	NA	NA
Sturisoma dariense	VTO_0060144	NA	NA	NA
Akysis sp. 2 (de Pinna 1996)	VTO_0061294	NA	NA	NA
Sturisoma kneri	VTO_0060145	NA	NA	NA
Sturisoma lyra	VTO_0060146	NA	NA	NA
Trichomycterus chiltoni	VTO_0061514	NA	NA	NA
Pareiorhaphis cameroni	VTO_0060147	NA	NA	NA
Cordylancistrus	VTO_0059791	NA	NA	NA
Ixinandria sp. (Britto 2003)	VTO_0059790	NA	NA	NA
Cordylancistrus nephelion	VTO_0059793	NA	NA	NA
Cordylancistrus perijae	VTO_0059792	NA	NA	NA
Cordylancistrus daguae	VTO_0059795	NA	NA	NA
Cordylancistrus torbesensis	VTO_0059794	NA	NA	NA
Cordylancistrus platycephalus	VTO_0059797	NA	NA	NA
Cordylancistrus platyrhynchus	VTO_0059796	NA	NA	NA
Rineloricaria misionera	VTO_0059799	NA	NA	NA
Rineloricaria latirostris	VTO_0059798	NA	NA	NA
Tachysurus brashnikowi	VTO_0059553	NA	NA	NA
Tachysurus spilotus	VTO_0059552	NA	NA	NA
Tachysurus herzensteini	VTO_0059551	NA	NA	NA
Pelteobagrus sinensis	VTO_0059550	NA	NA	NA
Parailia occidentalis	VTO_0061474	NA	NA	NA
Scoloplax empousa	VTO_0059556	NA	NA	NA
Scoloplax dicra	VTO_0059555	NA	NA	NA
Scoloplax sp. (de Pinna 1993)	VTO_0059554	NA	NA	NA
Ancharius	VTO_0059559	NA	NA	NA
Scoloplax baskini	VTO_0059558	NA	NA	NA
Loricariichthys rostratus	VTO_0059868	NA	NA	NA
Rheoglanis dendrophorus	VTO_0035195	390426	Rheoglanis dendrophorus	1057301
Synodontis ? sp. (Royero 1999)	VTO_0061882	NA	NA	NA
Hemisynodontis	VTO_0061883	NA	NA	NA
Mochokiella	VTO_0061880	NA	NA	NA
Trichomycterus weyrauchi	VTO_0061553	NA	NA	NA
Trichomycterus potschi	VTO_0061554	NA	NA	NA
Chiloglanis sp. (de Pinna 1993)	VTO_0061887	NA	NA	NA
Trichomycterus motatanensis	VTO_0061556	NA	NA	NA
Trichomycterus tupinamba	VTO_0061557	NA	NA	NA
Trichomycterus hasemani	VTO_0061558	NA	NA	NA
Liobagrus reinii	VTO_0035565	78875	Liobagrus reinii	804549
Liobagrus mediadiposalis	VTO_0035566	329967	Liobagrus mediadiposalis	671080
Liobagrus marginatus	VTO_0035567	349546	Liobagrus marginatus	782163
Akysis longifilis	VTO_0035560	385284	Akysis longifilis	119574
Breitensteinia	VTO_0035561	385277	Breitensteinia	693714
Breitensteinia cessator	VTO_0035562	385278	Breitensteinia cessator	693721
Amblycipitidae	VTO_0035563	31019	Amblycipitidae	609229
Ompok anostomus	VTO_0061958	NA	NA	NA
Ompok leiacanthus	VTO_0061959	NA	NA	NA
Corydoras serratus	VTO_0035366	NA	NA	NA
Ompok borneensis	VTO_0061954	NA	NA	NA
Ompok supernus	VTO_0061955	NA	NA	NA
Ompok fumidus	VTO_0061956	NA	NA	NA
Ompok jaynei	VTO_0061957	NA	NA	NA
Ompok mysoricus	VTO_0061950	NA	NA	NA
Ompok brevirictus	VTO_0061951	NA	NA	NA
Ompok rhadinurus	VTO_0061952	NA	NA	NA
Ompok sindensis	VTO_0061953	NA	NA	NA
Aspredinichthys filamentosus	VTO_0059315	NA	NA	NA
Aspredinichthys tibicen	VTO_0059314	NA	NA	NA
Corydoras similis	VTO_0035368	NA	NA	NA
Dupouyichthys	VTO_0059316	NA	NA	NA
Hypsidoris farsonensis	VTO_0059311	NA	NA	NA
Proeutropiichthys	VTO_0061429	NA	NA	NA
Aspredinichthys	VTO_0059313	NA	NA	NA
Hypsidoris oregonensis	VTO_0059312	NA	NA	NA
Diplomystes camposensis	VTO_0061424	NA	NA	NA
Olivaichthys	VTO_0061425	NA	NA	NA
Olivaichthys viedmensis	VTO_0061426	NA	NA	NA
Olivaichthys cuyanus	VTO_0061427	NA	NA	NA
Pseudobunocephalus	VTO_0059319	NA	NA	NA
Corydoras seussi	VTO_0035367	NA	NA	NA
Diplomystes chilensis	VTO_0061422	NA	NA	NA
Corydoras septentrionalis	VTO_0035365	NA	NA	NA
Synodontis notata	VTO_0061774	NA	NA	NA
Plicofollis polystaphylodon	VTO_0035781	591300	Plicofollis polystaphylodon	466229
Glyptothorax sufii	VTO_0061053	NA	NA	NA
Netuma	VTO_0035783	435127	Netuma	3623445
Synodontis granulosa	VTO_0061770	577547	Synodontis granulosus	142562
Netuma thalassina	VTO_0035785	435128	Netuma thalassina	254152
Synodontis leoparda	VTO_0061772	NA	NA	NA
Netuma bilineata	VTO_0035787	591271	Netuma bilineata	625703
Potamosilurus	VTO_0035789	591333	Potamosilurus	1043034
Synodontis levequei	VTO_0061778	NA	NA	NA
Synodontis punu	VTO_0061779	NA	NA	NA
Mystus rhegma	VTO_0035142	NA	NA	NA
Mystus oculatus	VTO_0035143	402710	Mystus oculatus	934389
Mystus leucophasis	VTO_0035140	337705	Mystus leucophasis	1020755
Mystus horai	VTO_0035146	557285	Mystus horai	334636
Mystus tengara	VTO_0035147	402707	Mystus tengara	863892
Mystus malabaricus	VTO_0035144	205133	Mystus malabaricus	394569
Mystus cavasius	VTO_0035145	205132	Mystus cavasius	394571
Scoloplax dolicholophia	VTO_0059557	NA	NA	NA
Mystus mysticetus	VTO_0035148	NA	NA	NA
Mystus montanus	VTO_0035149	882787	Mystus montanus	473173
Chrysichthys uniformis	VTO_0059214	NA	NA	NA
Synodontis arnoulti	VTO_0061755	NA	NA	NA
Megalechis picta	VTO_0035456	1009700	Megalechis picta	138003
Corydoras longipinnis	VTO_0061396	NA	NA	NA
Corydoras micracanthus	VTO_0061397	NA	NA	NA
Corydoras latus	VTO_0061394	NA	NA	NA
Loricaria pumila	VTO_0059778	NA	NA	NA
Corydoras lamberti	VTO_0061392	NA	NA	NA
Corydoras xinguensis	VTO_0061393	NA	NA	NA
Corydoras barbatus sp. II (Britto 2003)	VTO_0061390	NA	NA	NA
Ancistrus parecis	VTO_0059958	NA	NA	NA
Pseudobagrus	VTO_0035094	78872	Pseudobagrus	804533
Ancistrus minutus	VTO_0059956	NA	NA	NA
Delturus angulicauda	VTO_0059771	NA	NA	NA
Guiritinga barbus	VTO_0059770	NA	NA	NA
Nanobagrus stellatus	VTO_0035090	337728	Nanobagrus stellatus	325272
Bagrichthys	VTO_0035091	337740	Bagrichthys	23769
Loricaria spinulifera	VTO_0059775	NA	NA	NA
Ancistrus mullerae	VTO_0059950	NA	NA	NA
Delturus parahybae	VTO_0036824	245752	Delturus parahybae	216138
Delturus carinotus	VTO_0036825	NA	NA	NA
Pterygoplichthys	VTO_0036827	164016	Pterygoplichthys	174959
Hemipsilichthys papillatus	VTO_0036820	571822	Hemipsilichthys papillatus	741703
Hemipsilichthys gobio	VTO_0036822	571738	Hemipsilichthys gobio	925564
Delturus	VTO_0036823	245751	Delturus	216139
Phractura clauseni	VTO_0061176	NA	NA	NA
Phractura gladysae	VTO_0061177	NA	NA	NA
Platytropius yunnanensis	VTO_0061174	NA	NA	NA
Phractura macrura	VTO_0061175	NA	NA	NA
Pseudeutropius atherinoides	VTO_0061172	NA	NA	NA
Platytropius siamensis	VTO_0061173	NA	NA	NA
Sisor rheophilus	VTO_0061170	NA	NA	NA
Horabagridae	VTO_0061171	NA	NA	NA
Corydoras paucerna	VTO_0061378	NA	NA	NA
Corydoras isbrueckeri	VTO_0061379	NA	NA	NA
Epactionotus bilineatus	VTO_0036971	510910	Epactionotus bilineatus	1013586
Amaralia n. sp. (Friel 1994)	VTO_0059318	NA	NA	NA
Corydoras crimmeni	VTO_0061370	NA	NA	NA
Corydoras cochui	VTO_0061371	NA	NA	NA
Corydoras esperanze	VTO_0061372	NA	NA	NA
Corydoras sarareensis	VTO_0061373	NA	NA	NA
Corydoras virginiae	VTO_0061374	NA	NA	NA
Corydoras orphnopterus	VTO_0061375	NA	NA	NA
Corydoras parallelus	VTO_0061376	NA	NA	NA
Corydoras sp. A (Britto 2003)	VTO_0061377	NA	NA	NA
Hemidoras morrisi	VTO_0036657	238616	Hemidoras morrisi	892417
Exostoma sp. (de Pinna 1993)	VTO_0061088	NA	NA	NA
Rita itchkeea	VTO_0061089	NA	NA	NA
Erethistes sp. (Chen 1994)	VTO_0061082	NA	NA	NA
Exostoma barakensis	VTO_0061083	NA	NA	NA
Erethistes maesotensis	VTO_0061080	NA	NA	NA
Erethistes sp. (de Pinna 1993)	VTO_0061081	NA	NA	NA
Exostoma vinciguerrae	VTO_0061086	NA	NA	NA
Hypostomus uruguayensis	VTO_0036871	164013	Hypostomus uruguayensis	174953
Exostoma sp. (Chen 1994)	VTO_0061084	NA	NA	NA
Exostoma sp. (de Pinna 1996)	VTO_0061085	NA	NA	NA
Hypoptopoma guianense	VTO_0036958	NA	NA	NA
Hypoptopoma inexspectatum	VTO_0036959	510763	Hypoptopoma inexspectatum	122074
Hisonotus luteofrenatus	VTO_0036950	NA	NA	NA
Hypostomus latifrons	VTO_0036877	164014	Hypostomus latifrons	174955
Nannoptopoma	VTO_0036952	571823	Nannoptopoma	741702
Nannoptopoma spectabile	VTO_0036953	NA	NA	NA
Rineloricaria anhaguapitan	VTO_0059841	NA	NA	NA
Hypoptopoma	VTO_0036955	321125	Hypoptopoma	376394
Ictalurus lupus	VTO_0036220	64533	Ictalurus lupus	759352
Ictalurus balsanus	VTO_0036221	711054	Ictalurus balsanus	645295
Hypostomus albopunctatus	VTO_0036875	164015	Hypostomus albopunctatus	174957
Andersonia	VTO_0061258	NA	NA	NA
Rineloricaria isaaci	VTO_0059840	NA	NA	NA
Chiloglanis normani	VTO_0061923	NA	NA	NA
Oxyropsis sp. (de Pinna 1993)	VTO_0059774	NA	NA	NA
Oreoglanis lepturus	VTO_0061128	NA	NA	NA
Trichomycterus itatiayae	VTO_0061550	NA	NA	NA
Ameiurus sp. (Vigliotta 2008)	VTO_0061486	NA	NA	NA
Trichomycterus johnsoni	VTO_0061551	NA	NA	NA
Isbrueckerichthys duseni	VTO_0037157	571745	Isbrueckerichthys duseni	549964
Isbrueckerichthys alipionis	VTO_0037156	571744	Isbrueckerichthys alipionis	549962
Isbrueckerichthys saxicola	VTO_0037155	NA	NA	NA
Isbrueckerichthys	VTO_0037153	571818	Isbrueckerichthys	269090
Trichomycterus bomboizanus	VTO_0061552	NA	NA	NA
Lithogenes villosus	VTO_0037151	337686	Lithogenes villosus	839753
Pseudostegophilus nemurus	VTO_0036520	648145	Pseudostegophilus nemurus	11520
Pseudoplatystoma	VTO_0036313	309910	Pseudoplatystoma	232251
Mochokiella paynei	VTO_0061881	NA	NA	NA
Pseudoplatystoma corruscans	VTO_0036317	309911	Pseudoplatystoma corruscans	232252
Pseudoplatystoma fasciatum	VTO_0036314	456366	Pseudoplatystoma fasciatum	482809
Parakysis grandis	VTO_0036090	385305	Parakysis grandis	343449
Liobagrus anguillicauda	VTO_0035568	175801	Liobagrus anguillicauda	261879
Pseudoplatystoma tigrinum	VTO_0036318	459635	Pseudoplatystoma tigrinum	943493
Pseudoplatystoma magdaleniatum	VTO_0036319	645123	Pseudoplatystoma magdaleniatum	50524
Oreoglanis immaculatus	VTO_0061127	NA	NA	NA
